Regija,long,lat,order,hole,piece,id,group
kr,14.35337925,46.14670563,399,FALSE,1,0,0.1
kr,14.34826946,46.14670181,400,FALSE,1,0,0.1
kr,14.34824944,46.14314651,401,FALSE,1,0,0.1
kr,14.34313679,46.14313889,402,FALSE,1,0,0.1
kr,14.34309769,46.13602829,403,FALSE,1,0,0.1
kr,14.32263088,46.1324501,404,FALSE,1,0,0.1
kr,14.32257366,46.12178421,405,FALSE,1,0,0.1
kr,14.32255363,46.11822891,406,FALSE,1,0,0.1
kr,14.32253647,46.11467361,407,FALSE,1,0,0.1
kr,14.32764816,46.11467743,408,FALSE,1,0,0.1
kr,14.32244015,46.09689713,409,FALSE,1,0,0.1
kr,14.30710411,46.09688187,410,FALSE,1,0,0.1
kr,14.30712223,46.10043716,411,FALSE,1,0,0.1
kr,14.30200958,46.10042953,412,FALSE,1,0,0.1
kr,14.29689789,46.10042572,413,FALSE,1,0,0.1
kr,14.27135468,46.10395432,414,FALSE,1,0,0.1
kr,14.27137566,46.10750961,415,FALSE,1,0,0.1
kr,14.24581337,46.10748291,416,FALSE,1,0,0.1
kr,14.24064445,46.09680939,417,FALSE,1,0,0.1
kr,14.21508312,46.09678268,418,FALSE,1,0,0.1
kr,14.215065,46.09322739,419,FALSE,1,0,0.1
kr,14.20481968,46.08966064,420,FALSE,1,0,0.1
kr,14.20478153,46.08255005,421,FALSE,1,0,0.1
kr,14.19966984,46.08254623,422,FALSE,1,0,0.1
kr,14.19957447,46.06476593,423,FALSE,1,0,0.1
kr,14.19955635,46.06121063,424,FALSE,1,0,0.1
kr,14.19953728,46.05765533,425,FALSE,1,0,0.1
kr,14.19442272,46.05765152,426,FALSE,1,0,0.1
kr,14.19436646,46.04698563,427,FALSE,1,0,0.1
kr,14.18412399,46.04341888,428,FALSE,1,0,0.1
kr,14.18410301,46.03986359,429,FALSE,1,0,0.1
kr,14.17899132,46.03985596,430,FALSE,1,0,0.1
kr,14.1789732,46.03630066,431,FALSE,1,0,0.1
kr,14.17895222,46.03274536,432,FALSE,1,0,0.1
ng,14.03989315,45.84060287,433,FALSE,1,1,1.1
ng,14.03985405,45.83349228,434,FALSE,1,1,1.1
ng,14.0449276,45.8263855,435,FALSE,1,1,1.1
ng,14.05004025,45.82639313,436,FALSE,1,1,1.1
ng,14.050001140000001,45.81928253,437,FALSE,1,1,1.1
ng,14.05511284,45.81928635,438,FALSE,1,1,1.1
