"TIME","GEO","ICCS","LEG_STAT","SEX","UNIT","Value","Flag and Footnotes"
"2012","Bulgaria","Sexual assault","Convicted person","Total","Number","133",""
"2012","Czechia","Intentional homicide","Convicted person","Total","Number","111",""
"2012","Czechia","Rape","Convicted person","Total","Number","198",""
"2012","Czechia","Sexual assault","Convicted person","Total","Number","327",""
"2012","Denmark","Intentional homicide","Convicted person","Total","Number","34",""
"2012","Denmark","Rape","Convicted person","Total","Number","234",""
"2012","Denmark","Sexual assault","Convicted person","Total","Number","204",""
"2012","Germany (until 1990 former territory of the FRG)","Intentional homicide","Convicted person","Total","Number","355",""
"2012","Germany (until 1990 former territory of the FRG)","Rape","Convicted person","Total","Number","671",""
"2012","Germany (until 1990 former territory of the FRG)","Sexual assault","Convicted person","Total","Number","6,367",""
"2012","Estonia","Intentional homicide","Convicted person","Total","Number","59",""
"2012","Estonia","Rape","Convicted person","Total","Number","29",""
"2012","Estonia","Sexual assault","Convicted person","Total","Number","22",""
"2012","Ireland","Intentional homicide","Convicted person","Total","Number","20",""
"2012","Ireland","Rape","Convicted person","Total","Number","35",""
"2012","Ireland","Sexual assault","Convicted person","Total","Number","72",""
"2012","Greece","Intentional homicide","Convicted person","Total","Number",":",""
"2012","Greece","Rape","Convicted person","Total","Number",":",""
"2012","Greece","Sexual assault","Convicted person","Total","Number",":",""
"2012","Spain","Intentional homicide","Convicted person","Total","Number","84",""
"2012","Spain","Rape","Convicted person","Total","Number",":",""
"2012","Spain","Sexual assault","Convicted person","Total","Number",":",""
"2012","France","Intentional homicide","Convicted person","Total","Number","583",""
"2012","France","Rape","Convicted person","Total","Number","1,275",""
"2012","France","Sexual assault","Convicted person","Total","Number","5,318",""
"2012","Croatia","Intentional homicide","Convicted person","Total","Number","47",""
"2012","Croatia","Rape","Convicted person","Total","Number","48",""
"2012","Croatia","Sexual assault","Convicted person","Total","Number","235",""
"2012","Italy","Intentional homicide","Convicted person","Total","Number","493",""
"2012","Italy","Rape","Convicted person","Total","Number","1,501",""
"2012","Italy","Sexual assault","Convicted person","Total","Number",":",""
"2012","Cyprus","Intentional homicide","Convicted person","Total","Number","9",""
"2012","Cyprus","Rape","Convicted person","Total","Number","15",""
"2012","Cyprus","Sexual assault","Convicted person","Total","Number","151",""
"2012","Latvia","Intentional homicide","Convicted person","Total","Number","84",""
"2012","Latvia","Rape","Convicted person","Total","Number","51",""
"2012","Latvia","Sexual assault","Convicted person","Total","Number","33",""
"2012","Lithuania","Intentional homicide","Convicted person","Total","Number","188",""
"2012","Lithuania","Rape","Convicted person","Total","Number","106",""
"2012","Lithuania","Sexual assault","Convicted person","Total","Number","159",""
"2012","Luxembourg","Intentional homicide","Convicted person","Total","Number",":",""
"2012","Luxembourg","Rape","Convicted person","Total","Number",":",""
"2012","Luxembourg","Sexual assault","Convicted person","Total","Number",":",""
"2012","Hungary","Intentional homicide","Convicted person","Total","Number","136",""
"2012","Hungary","Rape","Convicted person","Total","Number","84",""
"2012","Hungary","Sexual assault","Convicted person","Total","Number","262",""
"2012","Malta","Intentional homicide","Convicted person","Total","Number","2",""
"2012","Malta","Rape","Convicted person","Total","Number",":",""
"2012","Malta","Sexual assault","Convicted person","Total","Number",":",""
"2012","Netherlands","Intentional homicide","Convicted person","Total","Number",":",""
"2012","Netherlands","Rape","Convicted person","Total","Number","117",""
"2012","Netherlands","Sexual assault","Convicted person","Total","Number","904",""
"2012","Austria","Intentional homicide","Convicted person","Total","Number","39",""
"2012","Austria","Rape","Convicted person","Total","Number","171",""
"2012","Austria","Sexual assault","Convicted person","Total","Number","214",""
"2012","Poland","Intentional homicide","Convicted person","Total","Number","349",""
"2012","Poland","Rape","Convicted person","Total","Number","775",""
"2012","Poland","Sexual assault","Convicted person","Total","Number","255",""
"2012","Portugal","Intentional homicide","Convicted person","Total","Number","135",""
"2012","Portugal","Rape","Convicted person","Total","Number","88",""
"2012","Portugal","Sexual assault","Convicted person","Total","Number","396",""
"2012","Romania","Intentional homicide","Convicted person","Total","Number","802",""
"2012","Romania","Rape","Convicted person","Total","Number","422",""
"2012","Romania","Sexual assault","Convicted person","Total","Number","226",""
"2012","Slovenia","Intentional homicide","Convicted person","Total","Number","24",""
"2012","Slovenia","Rape","Convicted person","Total","Number","23",""
"2012","Slovenia","Sexual assault","Convicted person","Total","Number","71",""
"2012","Slovakia","Intentional homicide","Convicted person","Total","Number","44",""
"2012","Slovakia","Rape","Convicted person","Total","Number","46",""
"2012","Slovakia","Sexual assault","Convicted person","Total","Number","23",""
"2012","Finland","Intentional homicide","Convicted person","Total","Number","71",""
"2012","Finland","Rape","Convicted person","Total","Number","191",""
"2012","Finland","Sexual assault","Convicted person","Total","Number","362",""
"2012","Sweden","Intentional homicide","Convicted person","Total","Number","130",""
"2012","Sweden","Rape","Convicted person","Total","Number","320",""
"2012","Sweden","Sexual assault","Convicted person","Total","Number","526",""
"2012","Iceland","Intentional homicide","Convicted person","Total","Number",":",""
"2012","Iceland","Rape","Convicted person","Total","Number",":",""
"2012","Iceland","Sexual assault","Convicted person","Total","Number",":",""
"2012","Liechtenstein","Intentional homicide","Convicted person","Total","Number",":",""
"2012","Liechtenstein","Rape","Convicted person","Total","Number",":",""
"2012","Liechtenstein","Sexual assault","Convicted person","Total","Number",":",""
"2012","Norway","Intentional homicide","Convicted person","Total","Number","27",""
"2012","Norway","Rape","Convicted person","Total","Number","218",""
"2012","Norway","Sexual assault","Convicted person","Total","Number","284",""
"2012","Switzerland","Intentional homicide","Convicted person","Total","Number","41",""
"2012","Switzerland","Rape","Convicted person","Total","Number","125",""
"2012","Switzerland","Sexual assault","Convicted person","Total","Number","557",""
"2012","England and Wales","Intentional homicide","Convicted person","Total","Number","356",""
"2012","England and Wales","Rape","Convicted person","Total","Number","1,145",""
"2012","England and Wales","Sexual assault","Convicted person","Total","Number","4,583",""
"2012","Scotland","Intentional homicide","Convicted person","Total","Number","48",""
"2012","Scotland","Rape","Convicted person","Total","Number","64",""
"2012","Scotland","Sexual assault","Convicted person","Total","Number","204",""
"2012","Northern Ireland (UK)","Intentional homicide","Convicted person","Total","Number","9",""
"2012","Northern Ireland (UK)","Rape","Convicted person","Total","Number","20",""
"2012","Northern Ireland (UK)","Sexual assault","Convicted person","Total","Number","688",""
"2012","Montenegro","Intentional homicide","Convicted person","Total","Number","6",""
"2012","Montenegro","Rape","Convicted person","Total","Number","3",""
"2012","Montenegro","Sexual assault","Convicted person","Total","Number","13",""
"2013","Belgium","Intentional homicide","Convicted person","Total","Number","249",""
"2013","Belgium","Rape","Convicted person","Total","Number","480",""
"2013","Belgium","Sexual assault","Convicted person","Total","Number",":",""
"2013","Bulgaria","Intentional homicide","Convicted person","Total","Number","76",""
"2013","Bulgaria","Rape","Convicted person","Total","Number","101",""
"2013","Bulgaria","Sexual assault","Convicted person","Total","Number","131",""
"2013","Czechia","Intentional homicide","Convicted person","Total","Number","125",""
"2013","Czechia","Rape","Convicted person","Total","Number","205",""
"2013","Czechia","Sexual assault","Convicted person","Total","Number","345",""
"2013","Denmark","Intentional homicide","Convicted person","Total","Number","24",""
"2013","Denmark","Rape","Convicted person","Total","Number","212",""
"2013","Denmark","Sexual assault","Convicted person","Total","Number","214",""
"2013","Germany (until 1990 former territory of the FRG)","Intentional homicide","Convicted person","Total","Number","288",""
"2013","Germany (until 1990 former territory of the FRG)","Rape","Convicted person","Total","Number","597",""
"2013","Germany (until 1990 former territory of the FRG)","Sexual assault","Convicted person","Total","Number","6,116",""
"2013","Estonia","Intentional homicide","Convicted person","Total","Number","69",""
"2013","Estonia","Rape","Convicted person","Total","Number","33",""
"2013","Estonia","Sexual assault","Convicted person","Total","Number","34",""
"2013","Ireland","Intentional homicide","Convicted person","Total","Number","18",""
"2013","Ireland","Rape","Convicted person","Total","Number","35",""
"2013","Ireland","Sexual assault","Convicted person","Total","Number",":",""
"2013","Greece","Intentional homicide","Convicted person","Total","Number",":",""
"2013","Greece","Rape","Convicted person","Total","Number",":",""
"2013","Greece","Sexual assault","Convicted person","Total","Number",":",""
"2013","Spain","Intentional homicide","Convicted person","Total","Number","95",""
"2013","Spain","Rape","Convicted person","Total","Number",":",""
"2013","Spain","Sexual assault","Convicted person","Total","Number",":",""
"2013","France","Intentional homicide","Convicted person","Total","Number","556",""
"2013","France","Rape","Convicted person","Total","Number","1,196",""
"2013","France","Sexual assault","Convicted person","Total","Number","4,882",""
"2013","Croatia","Intentional homicide","Convicted person","Total","Number","52",""
"2013","Croatia","Rape","Convicted person","Total","Number","47",""
"2013","Croatia","Sexual assault","Convicted person","Total","Number","170",""
"2013","Italy","Intentional homicide","Convicted person","Total","Number","535",""
"2013","Italy","Rape","Convicted person","Total","Number","1,501",""
"2013","Italy","Sexual assault","Convicted person","Total","Number",":",""
"2013","Cyprus","Intentional homicide","Convicted person","Total","Number","18",""
"2013","Cyprus","Rape","Convicted person","Total","Number","10",""
"2013","Cyprus","Sexual assault","Convicted person","Total","Number","125",""
"2013","Latvia","Intentional homicide","Convicted person","Total","Number","104",""
"2013","Latvia","Rape","Convicted person","Total","Number","34",""
"2013","Latvia","Sexual assault","Convicted person","Total","Number","27",""
"2013","Lithuania","Intentional homicide","Convicted person","Total","Number","173",""
"2013","Lithuania","Rape","Convicted person","Total","Number","82",""
"2013","Lithuania","Sexual assault","Convicted person","Total","Number","108",""
"2013","Luxembourg","Intentional homicide","Convicted person","Total","Number",":",""
"2013","Luxembourg","Rape","Convicted person","Total","Number",":",""
"2013","Luxembourg","Sexual assault","Convicted person","Total","Number",":",""
"2013","Hungary","Intentional homicide","Convicted person","Total","Number","121",""
"2013","Hungary","Rape","Convicted person","Total","Number","175",""
"2013","Hungary","Sexual assault","Convicted person","Total","Number","211",""
"2013","Malta","Intentional homicide","Convicted person","Total","Number","2",""
"2013","Malta","Rape","Convicted person","Total","Number",":",""
"2013","Malta","Sexual assault","Convicted person","Total","Number",":",""
"2013","Netherlands","Intentional homicide","Convicted person","Total","Number","704",""
"2013","Netherlands","Rape","Convicted person","Total","Number","303",""
"2013","Netherlands","Sexual assault","Convicted person","Total","Number","218",""
"2013","Austria","Intentional homicide","Convicted person","Total","Number","33",""
"2013","Austria","Rape","Convicted person","Total","Number","199",""
"2013","Austria","Sexual assault","Convicted person","Total","Number","110",""
"2013","Poland","Intentional homicide","Convicted person","Total","Number","325",""
"2013","Poland","Rape","Convicted person","Total","Number","432",""
"2013","Poland","Sexual assault","Convicted person","Total","Number","145",""
"2013","Portugal","Intentional homicide","Convicted person","Total","Number","132",""
"2013","Portugal","Rape","Convicted person","Total","Number","79",""
"2013","Portugal","Sexual assault","Convicted person","Total","Number","378",""
"2013","Romania","Intentional homicide","Convicted person","Total","Number","828",""
"2013","Romania","Rape","Convicted person","Total","Number","368",""
"2013","Romania","Sexual assault","Convicted person","Total","Number","237",""
"2013","Slovenia","Intentional homicide","Convicted person","Total","Number","39",""
"2013","Slovenia","Rape","Convicted person","Total","Number","24",""
"2013","Slovenia","Sexual assault","Convicted person","Total","Number","22",""
"2013","Slovakia","Intentional homicide","Convicted person","Total","Number","41",""
"2013","Slovakia","Rape","Convicted person","Total","Number","35",""
"2013","Slovakia","Sexual assault","Convicted person","Total","Number","27",""
"2013","Finland","Intentional homicide","Convicted person","Total","Number","67",""
"2013","Finland","Rape","Convicted person","Total","Number","148",""
"2013","Finland","Sexual assault","Convicted person","Total","Number","338",""
"2013","Sweden","Intentional homicide","Convicted person","Total","Number","146",""
"2013","Sweden","Rape","Convicted person","Total","Number","311",""
"2013","Sweden","Sexual assault","Convicted person","Total","Number","504",""
"2013","Iceland","Intentional homicide","Convicted person","Total","Number","1",""
"2013","Iceland","Rape","Convicted person","Total","Number","18",""
"2013","Iceland","Sexual assault","Convicted person","Total","Number","95",""
"2013","Liechtenstein","Intentional homicide","Convicted person","Total","Number",":",""
"2013","Liechtenstein","Rape","Convicted person","Total","Number",":",""
"2013","Liechtenstein","Sexual assault","Convicted person","Total","Number",":",""
"2013","Norway","Intentional homicide","Convicted person","Total","Number","27",""
"2013","Norway","Rape","Convicted person","Total","Number","217",""
"2013","Norway","Sexual assault","Convicted person","Total","Number","251",""
"2013","Switzerland","Intentional homicide","Convicted person","Total","Number","34",""
"2013","Switzerland","Rape","Convicted person","Total","Number","121",""
"2013","Switzerland","Sexual assault","Convicted person","Total","Number","606",""
"2013","England and Wales","Intentional homicide","Convicted person","Total","Number","321",""
"2013","England and Wales","Rape","Convicted person","Total","Number","2,593",""
"2013","England and Wales","Sexual assault","Convicted person","Total","Number","4,544",""
"2013","Scotland","Intentional homicide","Convicted person","Total","Number","47",""
"2013","Scotland","Rape","Convicted person","Total","Number","84",""
"2013","Scotland","Sexual assault","Convicted person","Total","Number","235",""
"2013","Northern Ireland (UK)","Intentional homicide","Convicted person","Total","Number","13",""
"2013","Northern Ireland (UK)","Rape","Convicted person","Total","Number","14",""
"2013","Northern Ireland (UK)","Sexual assault","Convicted person","Total","Number","183",""
"2013","Montenegro","Intentional homicide","Convicted person","Total","Number","36",""
"2013","Montenegro","Rape","Convicted person","Total","Number","7",""
"2013","Montenegro","Sexual assault","Convicted person","Total","Number","29",""
"2014","Belgium","Intentional homicide","Convicted person","Total","Number","229",""
"2014","Belgium","Rape","Convicted person","Total","Number","474",""
"2014","Belgium","Sexual assault","Convicted person","Total","Number",":",""
"2014","Bulgaria","Intentional homicide","Convicted person","Total","Number","74",""
"2014","Bulgaria","Rape","Convicted person","Total","Number","87",""
"2014","Bulgaria","Sexual assault","Convicted person","Total","Number","102",""
"2014","Czechia","Intentional homicide","Convicted person","Total","Number","137",""
"2014","Czechia","Rape","Convicted person","Total","Number","172",""
"2014","Czechia","Sexual assault","Convicted person","Total","Number","356",""
"2014","Denmark","Intentional homicide","Convicted person","Total","Number","25",""
"2014","Denmark","Rape","Convicted person","Total","Number","188",""
"2014","Denmark","Sexual assault","Convicted person","Total","Number","276",""
"2014","Germany (until 1990 former territory of the FRG)","Intentional homicide","Convicted person","Total","Number","320",""
"2014","Germany (until 1990 former territory of the FRG)","Rape","Convicted person","Total","Number","566",""
"2014","Germany (until 1990 former territory of the FRG)","Sexual assault","Convicted person","Total","Number","6,246",""
"2014","Estonia","Intentional homicide","Convicted person","Total","Number","32",""
"2014","Estonia","Rape","Convicted person","Total","Number","22",""
"2014","Estonia","Sexual assault","Convicted person","Total","Number","10",""
"2014","Ireland","Intentional homicide","Convicted person","Total","Number","21",""
"2014","Ireland","Rape","Convicted person","Total","Number","125",""
"2014","Ireland","Sexual assault","Convicted person","Total","Number",":",""
"2014","Greece","Intentional homicide","Convicted person","Total","Number",":",""
"2014","Greece","Rape","Convicted person","Total","Number",":",""
"2014","Greece","Sexual assault","Convicted person","Total","Number",":",""
"2014","Spain","Intentional homicide","Convicted person","Total","Number","227",""
"2014","Spain","Rape","Convicted person","Total","Number","64",""
"2014","Spain","Sexual assault","Convicted person","Total","Number","488",""
"2014","France","Intentional homicide","Convicted person","Total","Number","398",""
"2014","France","Rape","Convicted person","Total","Number","906",""
"2014","France","Sexual assault","Convicted person","Total","Number","4,478",""
"2014","Croatia","Intentional homicide","Convicted person","Total","Number","47",""
"2014","Croatia","Rape","Convicted person","Total","Number","54",""
"2014","Croatia","Sexual assault","Convicted person","Total","Number","192",""
"2014","Italy","Intentional homicide","Convicted person","Total","Number","602",""
"2014","Italy","Rape","Convicted person","Total","Number","1,582",""
"2014","Italy","Sexual assault","Convicted person","Total","Number",":",""
"2014","Cyprus","Intentional homicide","Convicted person","Total","Number","6",""
"2014","Cyprus","Rape","Convicted person","Total","Number","9",""
"2014","Cyprus","Sexual assault","Convicted person","Total","Number","36",""
"2014","Latvia","Intentional homicide","Convicted person","Total","Number","122",""
"2014","Latvia","Rape","Convicted person","Total","Number","55",""
"2014","Latvia","Sexual assault","Convicted person","Total","Number","31",""
"2014","Lithuania","Intentional homicide","Convicted person","Total","Number","197",""
"2014","Lithuania","Rape","Convicted person","Total","Number","83",""
"2014","Lithuania","Sexual assault","Convicted person","Total","Number","147",""
"2014","Luxembourg","Intentional homicide","Convicted person","Total","Number",":",""
"2014","Luxembourg","Rape","Convicted person","Total","Number",":",""
"2014","Luxembourg","Sexual assault","Convicted person","Total","Number",":",""
"2014","Hungary","Intentional homicide","Convicted person","Total","Number","156",""
"2014","Hungary","Rape","Convicted person","Total","Number","93",""
"2014","Hungary","Sexual assault","Convicted person","Total","Number","55",""
"2014","Malta","Intentional homicide","Convicted person","Total","Number","0",""
"2014","Malta","Rape","Convicted person","Total","Number",":",""
"2014","Malta","Sexual assault","Convicted person","Total","Number",":",""
"2014","Netherlands","Intentional homicide","Convicted person","Total","Number","587",""
"2014","Netherlands","Rape","Convicted person","Total","Number","267",""
"2014","Netherlands","Sexual assault","Convicted person","Total","Number","203",""
"2014","Austria","Intentional homicide","Convicted person","Total","Number","35",""
"2014","Austria","Rape","Convicted person","Total","Number","187",""
"2014","Austria","Sexual assault","Convicted person","Total","Number","123",""
"2014","Poland","Intentional homicide","Convicted person","Total","Number","257",""
"2014","Poland","Rape","Convicted person","Total","Number","416",""
"2014","Poland","Sexual assault","Convicted person","Total","Number","135",""
"2014","Portugal","Intentional homicide","Convicted person","Total","Number","118",""
"2014","Portugal","Rape","Convicted person","Total","Number","76",""
"2014","Portugal","Sexual assault","Convicted person","Total","Number","318",""
"2014","Romania","Intentional homicide","Convicted person","Total","Number","872",""
"2014","Romania","Rape","Convicted person","Total","Number","424",""
"2014","Romania","Sexual assault","Convicted person","Total","Number","4",""
"2014","Slovenia","Intentional homicide","Convicted person","Total","Number","37",""
"2014","Slovenia","Rape","Convicted person","Total","Number","13",""
"2014","Slovenia","Sexual assault","Convicted person","Total","Number","19",""
"2014","Slovakia","Intentional homicide","Convicted person","Total","Number","46",""
"2014","Slovakia","Rape","Convicted person","Total","Number","32",""
"2014","Slovakia","Sexual assault","Convicted person","Total","Number","19",""
"2014","Finland","Intentional homicide","Convicted person","Total","Number","74",""
"2014","Finland","Rape","Convicted person","Total","Number","148",""
"2014","Finland","Sexual assault","Convicted person","Total","Number","395",""
"2014","Sweden","Intentional homicide","Convicted person","Total","Number","136",""
"2014","Sweden","Rape","Convicted person","Total","Number","320",""
"2014","Sweden","Sexual assault","Convicted person","Total","Number","452",""
"2014","Iceland","Intentional homicide","Convicted person","Total","Number",":",""
"2014","Iceland","Rape","Convicted person","Total","Number",":",""
"2014","Iceland","Sexual assault","Convicted person","Total","Number",":",""
"2014","Liechtenstein","Intentional homicide","Convicted person","Total","Number",":",""
"2014","Liechtenstein","Rape","Convicted person","Total","Number",":",""
"2014","Liechtenstein","Sexual assault","Convicted person","Total","Number",":",""
"2014","Norway","Intentional homicide","Convicted person","Total","Number","25",""
"2014","Norway","Rape","Convicted person","Total","Number","200",""
"2014","Norway","Sexual assault","Convicted person","Total","Number","252",""
"2014","Switzerland","Intentional homicide","Convicted person","Total","Number","35",""
"2014","Switzerland","Rape","Convicted person","Total","Number","121",""
"2014","Switzerland","Sexual assault","Convicted person","Total","Number","593",""
"2014","England and Wales","Intentional homicide","Convicted person","Total","Number","347",""
"2014","England and Wales","Rape","Convicted person","Total","Number","2,796",""
"2014","England and Wales","Sexual assault","Convicted person","Total","Number","5,087",""
"2014","Scotland","Intentional homicide","Convicted person","Total","Number","31",""
"2014","Scotland","Rape","Convicted person","Total","Number","116",""
"2014","Scotland","Sexual assault","Convicted person","Total","Number","236",""
"2014","Northern Ireland (UK)","Intentional homicide","Convicted person","Total","Number","7",""
"2014","Northern Ireland (UK)","Rape","Convicted person","Total","Number","28",""
"2014","Northern Ireland (UK)","Sexual assault","Convicted person","Total","Number","157",""
"2014","Montenegro","Intentional homicide","Convicted person","Total","Number","20",""
"2014","Montenegro","Rape","Convicted person","Total","Number","7",""
"2014","Montenegro","Sexual assault","Convicted person","Total","Number","5",""
"2015","Belgium","Intentional homicide","Convicted person","Total","Number","86",""
"2015","Belgium","Rape","Convicted person","Total","Number","388",""
"2015","Belgium","Sexual assault","Convicted person","Total","Number","496",""
"2015","Bulgaria","Intentional homicide","Convicted person","Total","Number","98",""
"2015","Bulgaria","Rape","Convicted person","Total","Number","51",""
"2015","Bulgaria","Sexual assault","Convicted person","Total","Number","78",""
"2015","Czechia","Intentional homicide","Convicted person","Total","Number","114",""
"2015","Czechia","Rape","Convicted person","Total","Number","166",""
"2015","Czechia","Sexual assault","Convicted person","Total","Number","348",""
"2015","Denmark","Intentional homicide","Convicted person","Total","Number","36",""
"2015","Denmark","Rape","Convicted person","Total","Number","203",""
"2015","Denmark","Sexual assault","Convicted person","Total","Number","305",""
"2015","Germany (until 1990 former territory of the FRG)","Intentional homicide","Convicted person","Total","Number","335",""
"2015","Germany (until 1990 former territory of the FRG)","Rape","Convicted person","Total","Number","568",""
"2015","Germany (until 1990 former territory of the FRG)","Sexual assault","Convicted person","Total","Number","6,146",""
"2015","Estonia","Intentional homicide","Convicted person","Total","Number","36",""
"2015","Estonia","Rape","Convicted person","Total","Number","47",""
"2015","Estonia","Sexual assault","Convicted person","Total","Number","34",""
"2015","Ireland","Intentional homicide","Convicted person","Total","Number","21",""
"2015","Ireland","Rape","Convicted person","Total","Number","156",""
"2015","Ireland","Sexual assault","Convicted person","Total","Number",":",""
"2015","Greece","Intentional homicide","Convicted person","Total","Number",":",""
"2015","Greece","Rape","Convicted person","Total","Number",":",""
"2015","Greece","Sexual assault","Convicted person","Total","Number",":",""
"2015","Spain","Intentional homicide","Convicted person","Total","Number","245",""
"2015","Spain","Rape","Convicted person","Total","Number","40",""
"2015","Spain","Sexual assault","Convicted person","Total","Number","455",""
"2015","France","Intentional homicide","Convicted person","Total","Number","421",""
"2015","France","Rape","Convicted person","Total","Number","892",""
"2015","France","Sexual assault","Convicted person","Total","Number","4,576",""
"2015","Croatia","Intentional homicide","Convicted person","Total","Number","31",""
"2015","Croatia","Rape","Convicted person","Total","Number","35",""
"2015","Croatia","Sexual assault","Convicted person","Total","Number","191",""
"2015","Italy","Intentional homicide","Convicted person","Total","Number","517",""
"2015","Italy","Rape","Convicted person","Total","Number","1,325",""
"2015","Italy","Sexual assault","Convicted person","Total","Number",":",""
"2015","Cyprus","Intentional homicide","Convicted person","Total","Number","3",""
"2015","Cyprus","Rape","Convicted person","Total","Number","9",""
"2015","Cyprus","Sexual assault","Convicted person","Total","Number","46",""
"2015","Latvia","Intentional homicide","Convicted person","Total","Number","116",""
"2015","Latvia","Rape","Convicted person","Total","Number","42",""
"2015","Latvia","Sexual assault","Convicted person","Total","Number","39",""
"2015","Lithuania","Intentional homicide","Convicted person","Total","Number","130",""
"2015","Lithuania","Rape","Convicted person","Total","Number","100",""
"2015","Lithuania","Sexual assault","Convicted person","Total","Number","164",""
"2015","Luxembourg","Intentional homicide","Convicted person","Total","Number",":",""
"2015","Luxembourg","Rape","Convicted person","Total","Number",":",""
"2015","Luxembourg","Sexual assault","Convicted person","Total","Number","38",""
"2015","Hungary","Intentional homicide","Convicted person","Total","Number","75",""
"2015","Hungary","Rape","Convicted person","Total","Number","154",""
"2015","Hungary","Sexual assault","Convicted person","Total","Number","64",""
"2015","Malta","Intentional homicide","Convicted person","Total","Number","3",""
"2015","Malta","Rape","Convicted person","Total","Number","0",""
"2015","Malta","Sexual assault","Convicted person","Total","Number",":",""
"2015","Netherlands","Intentional homicide","Convicted person","Total","Number","530",""
"2015","Netherlands","Rape","Convicted person","Total","Number","278",""
"2015","Netherlands","Sexual assault","Convicted person","Total","Number","163",""
"2015","Austria","Intentional homicide","Convicted person","Total","Number","25",""
"2015","Austria","Rape","Convicted person","Total","Number","177",""
"2015","Austria","Sexual assault","Convicted person","Total","Number","126",""
"2015","Poland","Intentional homicide","Convicted person","Total","Number","248",""
"2015","Poland","Rape","Convicted person","Total","Number","395",""
"2015","Poland","Sexual assault","Convicted person","Total","Number","126",""
"2015","Portugal","Intentional homicide","Convicted person","Total","Number","109",""
"2015","Portugal","Rape","Convicted person","Total","Number","89",""
"2015","Portugal","Sexual assault","Convicted person","Total","Number","439",""
"2015","Romania","Intentional homicide","Convicted person","Total","Number","834",""
"2015","Romania","Rape","Convicted person","Total","Number","405",""
"2015","Romania","Sexual assault","Convicted person","Total","Number","18",""
"2015","Slovenia","Intentional homicide","Convicted person","Total","Number","22",""
"2015","Slovenia","Rape","Convicted person","Total","Number","20",""
"2015","Slovenia","Sexual assault","Convicted person","Total","Number","16",""
"2015","Slovakia","Intentional homicide","Convicted person","Total","Number","28",""
"2015","Slovakia","Rape","Convicted person","Total","Number","32",""
"2015","Slovakia","Sexual assault","Convicted person","Total","Number","18",""
"2015","Finland","Intentional homicide","Convicted person","Total","Number","55",""
"2015","Finland","Rape","Convicted person","Total","Number","162",""
"2015","Finland","Sexual assault","Convicted person","Total","Number","366",""
"2015","Sweden","Intentional homicide","Convicted person","Total","Number","156",""
"2015","Sweden","Rape","Convicted person","Total","Number","291",""
"2015","Sweden","Sexual assault","Convicted person","Total","Number","438",""
"2015","Iceland","Intentional homicide","Convicted person","Total","Number","3",""
"2015","Iceland","Rape","Convicted person","Total","Number",":",""
"2015","Iceland","Sexual assault","Convicted person","Total","Number",":",""
"2015","Liechtenstein","Intentional homicide","Convicted person","Total","Number",":",""
"2015","Liechtenstein","Rape","Convicted person","Total","Number",":",""
"2015","Liechtenstein","Sexual assault","Convicted person","Total","Number",":",""
"2015","Norway","Intentional homicide","Convicted person","Total","Number","24",""
"2015","Norway","Rape","Convicted person","Total","Number","180",""
"2015","Norway","Sexual assault","Convicted person","Total","Number","261",""
"2015","Switzerland","Intentional homicide","Convicted person","Total","Number","38",""
"2015","Switzerland","Rape","Convicted person","Total","Number","114",""
"2015","Switzerland","Sexual assault","Convicted person","Total","Number","612",""
"2015","England and Wales","Intentional homicide","Convicted person","Total","Number","266",""
"2015","England and Wales","Rape","Convicted person","Total","Number","3,204",""
"2015","England and Wales","Sexual assault","Convicted person","Total","Number","5,588",""
"2015","Scotland","Intentional homicide","Convicted person","Total","Number","27",""
"2015","Scotland","Rape","Convicted person","Total","Number","91",""
"2015","Scotland","Sexual assault","Convicted person","Total","Number","276",""
"2015","Northern Ireland (UK)","Intentional homicide","Convicted person","Total","Number","7",""
"2015","Northern Ireland (UK)","Rape","Convicted person","Total","Number","12",""
"2015","Northern Ireland (UK)","Sexual assault","Convicted person","Total","Number","151",""
"2015","Montenegro","Intentional homicide","Convicted person","Total","Number","15",""
"2015","Montenegro","Rape","Convicted person","Total","Number","3",""
"2015","Montenegro","Sexual assault","Convicted person","Total","Number","17",""
"2016","Belgium","Intentional homicide","Convicted person","Total","Number","95",""
"2016","Belgium","Rape","Convicted person","Total","Number","337",""
"2016","Belgium","Sexual assault","Convicted person","Total","Number","468",""
"2016","Bulgaria","Intentional homicide","Convicted person","Total","Number","82",""
"2016","Bulgaria","Rape","Convicted person","Total","Number","61",""
"2016","Bulgaria","Sexual assault","Convicted person","Total","Number","103",""
"2016","Czechia","Intentional homicide","Convicted person","Total","Number","99",""
"2016","Czechia","Rape","Convicted person","Total","Number","234",""
"2016","Czechia","Sexual assault","Convicted person","Total","Number","360",""
"2016","Denmark","Intentional homicide","Convicted person","Total","Number","20",""
"2016","Denmark","Rape","Convicted person","Total","Number","231",""
"2016","Denmark","Sexual assault","Convicted person","Total","Number","302",""
"2016","Germany (until 1990 former territory of the FRG)","Intentional homicide","Convicted person","Total","Number","320",""
"2016","Germany (until 1990 former territory of the FRG)","Rape","Convicted person","Total","Number","528",""
"2016","Germany (until 1990 former territory of the FRG)","Sexual assault","Convicted person","Total","Number","5,888",""
"2016","Estonia","Intentional homicide","Convicted person","Total","Number","36",""
"2016","Estonia","Rape","Convicted person","Total","Number","33",""
"2016","Estonia","Sexual assault","Convicted person","Total","Number","11",""
